"売上番号","明細番号","日付","顧客番号","顧客名","担当者","地区","商品番号","商品名","商品分類","価格","数量","計"
465,800,2014/7/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
466,801,2014/7/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
466,802,2014/7/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,6,\21000
467,803,2014/7/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,8,\22400
468,804,2014/7/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
468,805,2014/7/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
469,806,2014/7/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
469,807,2014/7/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,5,\14000
470,808,2014/7/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,12,\33600
470,809,2014/7/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
470,810,2014/7/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
471,811,2014/7/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
471,812,2014/7/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
472,813,2014/7/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
472,814,2014/7/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,12,\33600
472,815,2014/7/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
473,816,2014/7/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,10,\28000
473,817,2014/7/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
474,818,2014/7/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
474,819,2014/7/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
475,820,2014/7/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
475,821,2014/7/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,6,\30000
476,822,2014/7/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,6,\15000
476,823,2014/7/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
477,824,2014/7/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
478,825,2014/7/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
478,826,2014/7/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
479,827,2014/7/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
479,828,2014/7/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
480,829,2014/7/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,8,\22400
480,830,2014/7/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
480,831,2014/7/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
481,832,2014/8/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
481,833,2014/8/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
482,834,2014/8/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
482,835,2014/8/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
482,836,2014/8/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,6,\16800
483,837,2014/8/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,10,\28000
483,838,2014/8/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
484,839,2014/8/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,6,\21000
484,840,2014/8/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
484,841,2014/8/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
485,842,2014/8/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,6,\21000
485,843,2014/8/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,6,\30000
486,844,2014/8/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
486,845,2014/8/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,5,\17500
487,846,2014/8/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
488,847,2014/8/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
488,848,2014/8/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
489,849,2014/8/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
489,850,2014/8/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,8,\22400
490,851,2014/8/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
490,852,2014/8/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
490,853,2014/8/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
491,854,2014/8/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
491,855,2014/8/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,8,\36000
492,856,2014/8/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
492,857,2014/8/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
492,858,2014/8/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,10,\28000
493,859,2014/8/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,6,\16800
493,860,2014/8/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
494,861,2014/8/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
494,862,2014/8/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
495,863,2014/8/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
495,864,2014/8/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,5,\25000
496,865,2014/8/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
496,866,2014/8/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
497,867,2014/8/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
498,868,2014/8/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
498,869,2014/8/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
499,870,2014/8/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
499,871,2014/8/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,4,\11200
500,872,2014/8/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
500,873,2014/8/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
500,874,2014/8/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
501,875,2014/9/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
501,876,2014/9/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
502,877,2014/9/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
502,878,2014/9/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
502,879,2014/9/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,10,\28000
503,880,2014/9/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,8,\22400
503,881,2014/9/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
504,882,2014/9/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
504,883,2014/9/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,7,\19600
504,884,2014/9/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
505,885,2014/9/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
505,886,2014/9/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
506,887,2014/9/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,7,\17500
506,888,2014/9/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
507,889,2014/9/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
507,890,2014/9/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","O_1001","クリアケース","事務用品",\2500,1,\2500
507,891,2014/9/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","O_1003","カラーメモシール","事務用品",\2800,1,\2800
508,892,2014/9/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
508,893,2014/9/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
509,894,2014/9/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
509,895,2014/9/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
510,896,2014/9/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
510,897,2014/9/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,8,\15200
510,898,2014/9/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
511,899,2014/9/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
511,900,2014/9/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
512,901,2014/9/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
512,902,2014/9/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
512,903,2014/9/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
513,904,2014/9/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
513,905,2014/9/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
514,906,2014/9/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
514,907,2014/9/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,8,\22400
515,908,2014/9/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,6,\21000
515,909,2014/9/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,10,\50000
516,910,2014/9/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,4,\10000
516,911,2014/9/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
517,912,2014/9/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
518,913,2014/9/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
518,914,2014/9/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
519,915,2014/9/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
519,916,2014/9/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,5,\14000
520,917,2014/9/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
520,918,2014/9/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
520,919,2014/9/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
521,920,2014/10/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
521,921,2014/10/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,8,\36000
522,922,2014/10/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
522,923,2014/10/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
522,924,2014/10/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,10,\28000
523,925,2014/10/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,8,\22400
523,926,2014/10/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
524,927,2014/10/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
524,928,2014/10/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
524,929,2014/10/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
525,930,2014/10/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
525,931,2014/10/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
526,932,2014/10/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
526,933,2014/10/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,7,\24500
527,934,2014/10/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
528,935,2014/10/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
528,936,2014/10/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
529,937,2014/10/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
529,938,2014/10/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
530,939,2014/10/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,11,\30800
530,940,2014/10/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,12,\22800
530,941,2014/10/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
531,942,2014/10/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
531,943,2014/10/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
532,944,2014/10/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
532,945,2014/10/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
532,946,2014/10/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
533,947,2014/10/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,6,\16800
533,948,2014/10/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
534,949,2014/10/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
534,950,2014/10/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,7,\19600
535,951,2014/10/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
535,952,2014/10/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
536,953,2014/10/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,10,\25000
536,954,2014/10/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
537,955,2014/10/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
538,956,2014/10/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
538,957,2014/10/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,15,\67500
539,958,2014/10/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
539,959,2014/10/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,5,\14000
540,960,2014/10/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
540,961,2014/10/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,12,\22800
540,962,2014/10/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
541,963,2014/11/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
541,964,2014/11/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
542,965,2014/11/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
542,966,2014/11/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
542,967,2014/11/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,12,\33600
543,968,2014/11/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
543,969,2014/11/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
544,970,2014/11/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
544,971,2014/11/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
544,972,2014/11/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
545,973,2014/11/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
545,974,2014/11/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
546,975,2014/11/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,4,\10000
546,976,2014/11/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
547,977,2014/11/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
548,978,2014/11/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
548,979,2014/11/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
549,980,2014/11/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
549,981,2014/11/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,5,\14000
550,982,2014/11/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,12,\33600
550,983,2014/11/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
550,984,2014/11/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,12,\34800
551,985,2014/11/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
551,986,2014/11/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
552,987,2014/11/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
552,988,2014/11/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
552,989,2014/11/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,12,\33600
553,990,2014/11/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
553,991,2014/11/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
554,992,2014/11/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
554,993,2014/11/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,7,\19600
555,994,2014/11/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,10,\35000
555,995,2014/11/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
556,996,2014/11/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
556,997,2014/11/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,5,\17500
557,998,2014/11/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
558,999,2014/11/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
